שנה,חודש,ענף,מין,זן,שם,שוק,ממוצע_שופרסל,ממוצע_חנויות,ממוצע_שווקים_1,ממוצע_שווקים_2
2012,2012/05,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני ירושלים ,,,8.00,10.70
2012,2012/04,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני ירושלים ,10.99,,8.50,9.50
2012,2012/03,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני ירושלים ,9.99,16.33,7.47,8.60
2012,2012/02,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני ירושלים ,,,7.50,8.50
2012,2012/01,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני ירושלים ,,,7.75,8.65
2011,2011/12,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני ירושלים ,,,7.38,8.75
2011,2011/11,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני ירושלים ,,,7.75,8.75
2011,2011/06,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני ירושלים ,,,15.00,17.40
2011,2011/04,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני ירושלים ,,,7.50,8.80
2011,2011/03,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני ירושלים ,9.99,14.33,7.40,8.60
2011,2011/02,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני ירושלים ,8.99,12.00,7.50,8.80
2011,2011/01,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני ירושלים ,,,5.75,7.00
2010,2010/12,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני ירושלים ,,,7.62,8.82
2010,2010/11,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני ירושלים ,,,6.00,7.17
2010,2010/07,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני ירושלים ,,,14.33,16.67
2010,2010/06,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני ירושלים ,,19.00,10.00,13.33
2010,2010/05,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני ירושלים ,9.99,14.00,6.77,8.23
2010,2010/04,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני ירושלים ,9.99,14.00,6.95,8.48
2010,2010/03,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני ירושלים ,9.99,,7.13,8.50
2010,2010/02,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני ירושלים ,,12.00,7.25,8.25
2010,2010/01,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני ירושלים ,7.99,10.00,6.12,7.32
2009,2009/12,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני ירושלים ,,12.00,6.88,8.12
2009,2009/11,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני ירושלים ,,,7.15,8.65
2009,2009/06,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני ירושלים ,,,8.75,10.00
2009,2009/05,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני ירושלים ,,15.67,9.00,11.50
2009,2009/04,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני ירושלים ,,,8.00,11.00
2009,2009/03,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני ירושלים ,11.99,14.00,7.34,8.82
2009,2009/02,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני ירושלים ,,12.00,6.75,8.12
2009,2009/01,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני ירושלים ,,12.00,6.50,7.75
2012,2012/06,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני תל-אביב ,,,8.00,10.67
2012,2012/05,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני תל-אביב ,13.99,,8.38,10.32
2012,2012/04,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני תל-אביב ,10.99,10.99,8.00,9.40
2012,2012/03,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני תל-אביב ,9.96,9.99,7.28,8.30
2012,2012/02,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני תל-אביב ,9.99,,7.32,8.57
2012,2012/01,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני תל-אביב ,,,7.60,8.70
2011,2011/12,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני תל-אביב ,,,8.12,10.00
2011,2011/11,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני תל-אביב ,,,9.00,12.00
2011,2011/06,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני תל-אביב ,19.99,19.99,14.50,16.75
2011,2011/05,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני תל-אביב ,,19.99,12.67,15.33
2011,2011/04,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני תל-אביב ,19.99,19.99,12.75,15.00
2011,2011/03,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני תל-אביב ,9.99,,7.00,8.57
2011,2011/02,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני תל-אביב ,8.99,,7.00,8.50
2011,2011/01,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני תל-אביב ,,,6.43,7.85
2010,2010/12,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני תל-אביב ,,,7.18,8.34
2010,2010/11,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני תל-אביב ,,,6.90,7.90
2010,2010/08,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני תל-אביב ,,,,
2010,2010/07,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני תל-אביב ,,,14.00,18.00
2010,2010/06,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני תל-אביב ,16.49,19.90,12.25,15.25
2010,2010/05,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני תל-אביב ,10.99,13.57,7.10,8.73
2010,2010/04,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני תל-אביב ,9.99,14.40,7.25,8.55
2010,2010/03,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני תל-אביב ,9.99,12.90,6.68,8.00
2010,2010/02,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני תל-אביב ,,12.90,6.38,7.62
2010,2010/01,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני תל-אביב ,7.99,8.90,5.82,7.45
2009,2009/12,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני תל-אביב ,,,6.45,7.82
2009,2009/11,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני תל-אביב ,,,6.75,8.25
2009,2009/06,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני תל-אביב ,,,10.00,12.00
2009,2009/05,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני תל-אביב ,,,8.50,12.50
2009,2009/04,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני תל-אביב ,11.99,14.90,8.00,10.00
2009,2009/03,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני תל-אביב ,11.99,,7.12,8.75
2009,2009/02,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני תל-אביב ,,,6.75,8.00
2009,2009/01,פירות          ,אבוקדו         ,האס,סוג א' מחוספס,קמעוני תל-אביב ,,,6.12,7.82
2012,2012/07,ירקות          ,אבטיחים        ,מיני,+,קמעוני חיפה    ,1.99,2.50,1.00,1.50
2011,2011/07,ירקות          ,אבטיחים        ,מיני,+,קמעוני חיפה    ,3.99,,,
2010,2010/11,ירקות          ,אבטיחים        ,מיני,+,קמעוני חיפה    ,8.49,7.99,,
2010,2010/09,ירקות          ,אבטיחים        ,מיני,+,קמעוני חיפה    ,3.99,,,
2010,2010/08,ירקות          ,אבטיחים        ,מיני,+,קמעוני חיפה    ,2.99,2.99,,
2010,2010/06,ירקות          ,אבטיחים        ,מיני,+,קמעוני חיפה    ,2.99,3.00,1.00,1.50
2010,2010/05,ירקות          ,אבטיחים        ,מיני,+,קמעוני חיפה    ,2.82,2.67,,
2010,2010/04,ירקות          ,אבטיחים        ,מיני,+,קמעוני חיפה    ,5.99,5.00,,
2010,2010/03,ירקות          ,אבטיחים        ,מיני,+,קמעוני חיפה    ,7.32,6.83,,
2009,2009/08,ירקות          ,אבטיחים        ,מיני,+,קמעוני חיפה    ,1.99,,,
2012,2012/07,ירקות          ,אבטיחים        ,מיני,+,קמעוני ירושלים ,3.32,5.00,2.87,3.33
2011,2011/12,ירקות          ,אבטיחים        ,מיני,+,קמעוני ירושלים ,,,,
2011,2011/11,ירקות          ,אבטיחים        ,מיני,+,קמעוני ירושלים ,4.99,11.00,5.25,6.25
2011,2011/10,ירקות          ,אבטיחים        ,מיני,+,קמעוני ירושלים ,,9.00,5.15,6.15
2011,2011/09,ירקות          ,אבטיחים        ,מיני,+,קמעוני ירושלים ,4.49,6.33,3.70,4.33
2011,2011/08,ירקות          ,אבטיחים        ,מיני,+,קמעוני ירושלים ,4.49,4.00,2.80,3.40
2011,2011/07,ירקות          ,אבטיחים        ,מיני,+,קמעוני ירושלים ,2.86,5.50,2.45,2.95
2011,2011/06,ירקות          ,אבטיחים        ,מיני,+,קמעוני ירושלים ,4.49,6.00,3.10,3.65
2010,2010/11,ירקות          ,אבטיחים        ,מיני,+,קמעוני ירושלים ,8.99,10.75,6.50,7.50
2010,2010/10,ירקות          ,אבטיחים        ,מיני,+,קמעוני ירושלים ,8.99,9.50,4.50,5.50
2010,2010/09,ירקות          ,אבטיחים        ,מיני,+,קמעוני ירושלים ,4.99,6.00,2.90,3.35
2010,2010/08,ירקות          ,אבטיחים        ,מיני,+,קמעוני ירושלים ,2.99,4.25,2.80,3.40
2010,2010/06,ירקות          ,אבטיחים        ,מיני,+,קמעוני ירושלים ,3.24,5.00,2.50,3.00
2010,2010/05,ירקות          ,אבטיחים        ,מיני,+,קמעוני ירושלים ,4.99,,,
2010,2010/04,ירקות          ,אבטיחים        ,מיני,+,קמעוני ירושלים ,,,3.50,4.00
2010,2010/03,ירקות          ,אבטיחים        ,מיני,+,קמעוני ירושלים ,,,,
2009,2009/12,ירקות          ,אבטיחים        ,מיני,+,קמעוני ירושלים ,3.99,5.00,2.80,3.40
2009,2009/11,ירקות          ,אבטיחים        ,מיני,+,קמעוני ירושלים ,3.99,5.33,3.15,3.82
2009,2009/10,ירקות          ,אבטיחים        ,מיני,+,קמעוני ירושלים ,2.99,5.00,2.70,3.50
2009,2009/09,ירקות          ,אבטיחים        ,מיני,+,קמעוני ירושלים ,3.82,5.75,2.90,3.45
2009,2009/08,ירקות          ,אבטיחים        ,מיני,+,קמעוני ירושלים ,3.49,,,
2009,2009/05,ירקות          ,אבטיחים        ,מיני,+,קמעוני ירושלים ,5.99,,3.00,3.50
2009,2009/04,ירקות          ,אבטיחים        ,מיני,+,קמעוני ירושלים ,,,3.75,4.50
2009,2009/03,ירקות          ,אבטיחים        ,מיני,+,קמעוני ירושלים ,,9.00,4.66,5.30
2009,2009/02,ירקות          ,אבטיחים        ,מיני,+,קמעוני ירושלים ,,10.00,5.75,6.50
2012,2012/07,ירקות          ,אבטיחים        ,מיני,+,קמעוני תל-אביב ,3.32,,2.65,3.20
2011,2011/12,ירקות          ,אבטיחים        ,מיני,+,קמעוני תל-אביב ,6.99,8.99,6.30,7.23
2011,2011/11,ירקות          ,אבטיחים        ,מיני,+,קמעוני תל-אביב ,6.49,8.66,5.62,6.38
2011,2011/10,ירקות          ,אבטיחים        ,מיני,+,קמעוני תל-אביב ,12.99,4.90,5.50,6.20
2011,2011/09,ירקות          ,אבטיחים        ,מיני,+,קמעוני תל-אביב ,4.49,6.57,3.57,4.30
2011,2011/08,ירקות          ,אבטיחים        ,מיני,+,קמעוני תל-אביב ,2.99,4.99,2.50,2.95
2011,2011/07,ירקות          ,אבטיחים        ,מיני,+,קמעוני תל-אביב ,3.99,,2.60,2.93
2011,2011/06,ירקות          ,אבטיחים        ,מיני,+,קמעוני תל-אביב ,4.66,,3.80,4.20
2010,2010/11,ירקות          ,אבטיחים        ,מיני,+,קמעוני תל-אביב ,8.99,9.99,6.28,7.15
2010,2010/10,ירקות          ,אבטיחים        ,מיני,+,קמעוני תל-אביב ,8.99,10.26,5.83,6.77
2010,2010/09,ירקות          ,אבטיחים        ,מיני,+,קמעוני תל-אביב ,4.99,,2.90,3.45
2010,2010/08,ירקות          ,אבטיחים        ,מיני,+,קמעוני תל-אביב ,2.99,1.99,2.05,2.80
2010,2010/04,ירקות          ,אבטיחים        ,מיני,+,קמעוני תל-אביב ,,,3.50,4.00
2010,2010/03,ירקות          ,אבטיחים        ,מיני,+,קמעוני תל-אביב ,,9.90,,
2009,2009/12,ירקות          ,אבטיחים        ,מיני,+,קמעוני תל-אביב ,,,3.00,3.50
2009,2009/11,ירקות          ,אבטיחים        ,מיני,+,קמעוני תל-אביב ,3.99,6.65,3.22,3.92
2009,2009/10,ירקות          ,אבטיחים        ,מיני,+,קמעוני תל-אביב ,2.99,6.23,3.00,3.67
2009,2009/09,ירקות          ,אבטיחים        ,מיני,+,קמעוני תל-אביב ,3.99,4.90,2.57,3.23
2009,2009/08,ירקות          ,אבטיחים        ,מיני,+,קמעוני תל-אביב ,3.99,4.90,2.80,3.20
2009,2009/05,ירקות          ,אבטיחים        ,מיני,+,קמעוני תל-אביב ,5.99,6.90,3.25,4.00
2009,2009/04,ירקות          ,אבטיחים        ,מיני,+,קמעוני תל-אביב ,,7.57,4.00,4.70
2009,2009/03,ירקות          ,אבטיחים        ,מיני,+,קמעוני תל-אביב ,,9.40,4.38,5.38
2009,2009/02,ירקות          ,אבטיחים        ,מיני,+,קמעוני תל-אביב ,6.99,9.90,5.20,6.20
2009,2009/09,ירקות          ,אבטיחים        ,מיני בהיר,"0.5-1 ק""ג סוג א",קמעוני תל-אביב ,,,2.50,3.00
2010,2010/03,ירקות          ,אבטיחים        ,סידלס,"10-3 ק""ג סוג א",קמעוני חיפה    ,7.99,7.50,,
2009,2009/05,ירקות          ,אבטיחים        ,סידלס,"10-3 ק""ג סוג א",קמעוני חיפה    ,3.49,3.50,2.50,3.00
2009,2009/04,ירקות          ,אבטיחים        ,סידלס,"10-3 ק""ג סוג א",קמעוני חיפה    ,5.82,5.50,4.50,5.00
2011,2011/03,ירקות          ,אבטיחים        ,סידלס,"10-3 ק""ג סוג א",קמעוני ירושלים ,7.99,12.00,5.93,6.93
2010,2010/03,ירקות          ,אבטיחים        ,סידלס,"10-3 ק""ג סוג א",קמעוני ירושלים ,,10.00,5.50,6.50
2009,2009/05,ירקות          ,אבטיחים        ,סידלס,"10-3 ק""ג סוג א",קמעוני ירושלים ,5.99,7.00,3.00,4.00
2009,2009/04,ירקות          ,אבטיחים        ,סידלס,"10-3 ק""ג סוג א",קמעוני ירושלים ,5.99,7.00,3.50,4.50
2009,2009/03,ירקות          ,אבטיחים        ,סידלס,"10-3 ק""ג סוג א",קמעוני ירושלים ,5.74,6.00,3.82,4.80
2011,2011/03,ירקות          ,אבטיחים        ,סידלס,"10-3 ק""ג סוג א",קמעוני תל-אביב ,7.99,9.99,6.10,7.30
2010,2010/03,ירקות          ,אבטיחים        ,סידלס,"10-3 ק""ג סוג א",קמעוני תל-אביב ,,9.90,5.50,6.50
2009,2009/05,ירקות          ,אבטיחים        ,סידלס,"10-3 ק""ג סוג א",קמעוני תל-אביב ,5.99,6.90,3.50,4.50
